idCita,servicio,fecha,hora,duracion,precio,idCliente,estado_de_la_cita
211,Baño para perros,2024-07-01,10:00,30,30,170,Cancelada
212,Corte de uñas,2024-07-12,09:00,15,15,165,Completada
213,Corte de uñas,2024-08-09,12:00,15,15,210,Completada
214,Corte de pelo,2024-09-09,13:00,60,50,166,Cancelada
215,Corte de uñas,2024-08-18,12:00,15,15,159,Completada
216,Corte de pelo,2024-11-10,14:00,60,50,204,Completada
217,Baño para perros,2024-08-13,11:00,30,30,141,Cancelada
218,Limpieza dental,2024-09-23,11:00,45,80,117,Completada
219,Limpieza dental,2024-07-21,12:00,45,80,128,Completada
220,Corte de pelo,2024-09-23,11:00,60,50,219,Cancelada
221,Limpieza dental,2024-10-16,11:00,45,80,180,Cancelada
222,Corte de pelo,2024-10-17,15:00,60,50,206,Cancelada
223,Spa,2024-08-12,14:00,60,230,118,Cancelada
224,Limpieza dental,2024-08-31,10:00,45,80,217,Cancelada
225,Tratamiento de sarna,2024-09-30,10:00,45,190,208,Cancelada
226,Spa,2024-07-16,15:00,60,230,134,Completada
227,Tratamiento de sarna,2024-10-28,10:00,45,190,108,Cancelada
228,Tratamiento de sarna,2024-09-09,16:00,45,190,131,Cancelada
229,Limpieza dental,2024-08-06,13:00,45,80,181,Cancelada
230,Baño para perros,2024-07-13,10:00,30,30,158,Cancelada
231,Corte de uñas,2024-10-24,13:00,15,15,175,Cancelada
232,Corte de uñas,2024-07-19,12:00,15,15,214,Cancelada
233,Corte de uñas,2024-09-20,15:00,15,15,147,Completada
234,Baño para perros,2024-09-06,09:00,30,30,108,Completada
235,Limpieza dental,2024-10-20,16:00,45,80,171,Cancelada
236,Spa,2024-11-04,09:00,60,230,180,Completada
237,Tratamiento de sarna,2024-11-09,12:00,45,190,112,Completada
238,Tratamiento de sarna,2024-10-17,09:00,45,190,165,Completada
239,Baño para perros,2024-07-14,10:00,30,30,158,Completada
240,Baño para perros,2024-11-07,13:00,30,30,215,Cancelada
241,Baño para perros,2024-08-07,16:00,30,30,102,Cancelada
242,Tratamiento de sarna,2024-10-04,11:00,45,190,110,Cancelada
243,Corte de pelo,2024-08-03,12:00,60,50,175,Cancelada
244,Spa,2024-07-14,10:00,60,230,185,Cancelada
245,Corte de pelo,2024-09-28,11:00,60,50,175,Cancelada
246,Baño para perros,2024-08-26,09:00,30,30,110,Cancelada
247,Baño para perros,2024-10-21,12:00,30,30,138,Cancelada
248,Limpieza dental,2024-08-03,09:00,45,80,105,Completada
249,Tratamiento de sarna,2024-10-21,12:00,45,190,156,Completada
250,Baño para perros,2024-11-06,14:00,30,30,110,Cancelada
251,Spa,2024-07-12,11:00,60,230,191,Cancelada
252,Spa,2024-08-31,12:00,60,230,133,Cancelada
253,Corte de pelo,2024-07-05,13:00,60,50,122,Cancelada
254,Corte de uñas,2024-07-10,10:00,15,15,208,Cancelada
255,Tratamiento de sarna,2024-08-16,11:00,45,190,163,Cancelada
256,Corte de uñas,2024-09-22,10:00,15,15,203,Completada
257,Limpieza dental,2024-07-10,12:00,45,80,105,Cancelada
258,Baño para perros,2024-09-18,14:00,30,30,140,Cancelada
259,Corte de pelo,2024-09-06,12:00,60,50,123,Completada
260,Spa,2024-08-26,09:00,60,230,205,Cancelada
261,Corte de uñas,2024-07-26,16:00,15,15,194,Cancelada
262,Corte de pelo,2024-08-03,09:00,60,50,124,Completada
263,Limpieza dental,2024-07-09,12:00,45,80,205,Completada
264,Baño para perros,2024-09-03,12:00,30,30,120,Completada
265,Corte de uñas,2024-07-07,09:00,15,15,203,Cancelada
266,Spa,2024-07-19,12:00,60,230,118,Cancelada
267,Corte de uñas,2024-11-14,10:00,15,15,199,Cancelada
268,Baño para perros,2024-09-07,12:00,30,30,216,Cancelada
269,Limpieza dental,2024-10-27,16:00,45,80,194,Completada
270,Corte de uñas,2024-09-06,12:00,15,15,152,Completada
271,Corte de uñas,2024-10-21,15:00,15,15,186,Cancelada
272,Spa,2024-10-19,11:00,60,230,168,Completada
273,Spa,2024-08-10,11:00,60,230,148,Cancelada
274,Tratamiento de sarna,2024-10-04,12:00,45,190,212,Completada
275,Spa,2024-09-15,11:00,60,230,111,Cancelada
276,Spa,2024-09-18,09:00,60,230,143,Cancelada
277,Corte de pelo,2024-09-08,11:00,60,50,176,Completada
278,Spa,2024-08-08,11:00,60,230,211,Completada
279,Limpieza dental,2024-10-27,09:00,45,80,183,Cancelada
280,Baño para perros,2024-10-02,14:00,30,30,158,Cancelada
281,Limpieza dental,2024-07-10,09:00,45,80,169,Completada
282,Corte de uñas,2024-08-02,11:00,15,15,142,Completada
283,Corte de pelo,2024-09-16,16:00,60,50,209,Completada
284,Baño para perros,2024-10-18,14:00,30,30,138,Completada
285,Limpieza dental,2024-07-10,09:00,45,80,105,Completada
286,Baño para perros,2024-11-10,16:00,30,30,159,Completada
287,Limpieza dental,2024-11-07,09:00,45,80,211,Completada
288,Corte de pelo,2024-09-14,13:00,60,50,220,Cancelada
289,Limpieza dental,2024-08-30,11:00,45,80,198,Completada
290,Spa,2024-11-15,14:00,60,230,122,Cancelada
291,Spa,2024-10-04,14:00,60,230,215,Completada
292,Tratamiento de sarna,2024-07-11,11:00,45,190,220,Cancelada
293,Corte de pelo,2024-08-19,15:00,60,50,144,Completada
294,Tratamiento de sarna,2024-09-23,09:00,45,190,149,Cancelada
295,Limpieza dental,2024-09-16,13:00,45,80,128,Completada
296,Spa,2024-10-20,13:00,60,230,148,Cancelada
297,Spa,2024-09-07,12:00,60,230,147,Completada
298,Corte de pelo,2024-08-20,09:00,60,50,188,Cancelada
299,Limpieza dental,2024-10-27,14:00,45,80,195,Completada
300,Corte de uñas,2024-10-14,09:00,15,15,173,Cancelada
301,Corte de pelo,2024-10-08,16:00,60,50,177,Cancelada
302,Corte de uñas,2024-09-30,15:00,15,15,209,Cancelada
303,Baño para perros,2024-09-07,11:00,30,30,126,Cancelada
304,Tratamiento de sarna,2024-08-17,13:00,45,190,177,Cancelada
305,Corte de uñas,2024-11-06,15:00,15,15,138,Cancelada
306,Limpieza dental,2024-10-25,16:00,45,80,175,Completada
307,Corte de pelo,2024-09-30,10:00,60,50,218,Completada
308,Corte de pelo,2024-08-23,12:00,60,50,205,Completada
309,Limpieza dental,2024-09-01,12:00,45,80,177,Cancelada
310,Limpieza dental,2024-08-02,09:00,45,80,131,Completada
311,Baño para perros,2024-09-26,15:00,30,30,188,Cancelada
312,Limpieza dental,2024-08-09,14:00,45,80,124,Cancelada
313,Corte de pelo,2024-10-15,13:00,60,50,131,Completada
314,Corte de uñas,2024-09-17,13:00,15,15,183,Completada
315,Baño para perros,2024-10-29,11:00,30,30,190,Completada
316,Corte de uñas,2024-08-09,09:00,15,15,186,Cancelada
317,Tratamiento de sarna,2024-11-06,11:00,45,190,149,Cancelada
318,Limpieza dental,2024-08-26,12:00,45,80,109,Completada
319,Corte de pelo,2024-10-24,10:00,60,50,210,Cancelada
320,Limpieza dental,2024-07-17,10:00,45,80,123,Cancelada
321,Limpieza dental,2024-09-08,15:00,45,80,185,Cancelada
322,Corte de uñas,2024-10-26,11:00,15,15,175,Completada
323,Corte de uñas,2024-11-14,14:00,15,15,162,Cancelada
324,Spa,2024-09-19,10:00,60,230,185,Completada
325,Tratamiento de sarna,2024-08-25,15:00,45,190,195,Completada
326,Baño para perros,2024-08-05,14:00,30,30,200,Completada
327,Spa,2024-07-22,12:00,60,230,207,Completada
328,Spa,2024-11-09,15:00,60,230,135,Cancelada
329,Tratamiento de sarna,2024-09-23,10:00,45,190,220,Completada
330,Limpieza dental,2024-09-15,14:00,45,80,129,Cancelada
331,Limpieza dental,2024-09-04,11:00,45,80,143,Cancelada
332,Spa,2024-08-06,13:00,60,230,211,Cancelada
333,Limpieza dental,2024-08-31,10:00,45,80,144,Cancelada
334,Limpieza dental,2024-07-18,15:00,45,80,169,Cancelada
335,Tratamiento de sarna,2024-08-23,10:00,45,190,124,Cancelada
336,Corte de pelo,2024-08-17,11:00,60,50,206,Cancelada
337,Spa,2024-08-31,10:00,60,230,133,Cancelada
338,Corte de uñas,2024-10-06,16:00,15,15,193,Cancelada
339,Spa,2024-09-03,09:00,60,230,168,Cancelada
340,Limpieza dental,2024-08-07,12:00,45,80,169,Completada
341,Corte de pelo,2024-08-09,11:00,60,50,109,Cancelada
342,Baño para perros,2024-08-16,12:00,30,30,174,Cancelada
343,Corte de pelo,2024-08-20,10:00,60,50,217,Cancelada
344,Corte de uñas,2024-10-19,15:00,15,15,155,Cancelada
345,Corte de pelo,2024-10-16,12:00,60,50,131,Completada
346,Spa,2024-10-23,15:00,60,230,103,Completada
347,Limpieza dental,2024-08-19,15:00,45,80,135,Completada
348,Tratamiento de sarna,2024-11-03,11:00,45,190,150,Cancelada
349,Limpieza dental,2024-09-25,11:00,45,80,208,Cancelada
350,Tratamiento de sarna,2024-07-01,10:00,45,190,163,Completada
351,Corte de pelo,2024-07-25,11:00,60,50,140,Cancelada
352,Spa,2024-11-11,09:00,60,230,172,Completada
353,Corte de pelo,2024-07-23,16:00,60,50,140,Completada
354,Spa,2024-11-11,10:00,60,230,138,Cancelada
355,Tratamiento de sarna,2024-10-29,10:00,45,190,199,Completada
356,Baño para perros,2024-09-25,09:00,30,30,122,Cancelada
357,Baño para perros,2024-09-05,13:00,30,30,216,Cancelada
358,Corte de uñas,2024-08-29,15:00,15,15,141,Completada
359,Baño para perros,2024-08-21,13:00,30,30,216,Completada
360,Corte de pelo,2024-09-06,10:00,60,50,164,Completada
361,Corte de pelo,2024-08-04,15:00,60,50,149,Cancelada
362,Spa,2024-07-01,10:00,60,230,194,Completada
363,Spa,2024-08-07,13:00,60,230,188,Cancelada
364,Tratamiento de sarna,2024-07-27,15:00,45,190,169,Completada
365,Baño para perros,2024-08-29,16:00,30,30,201,Cancelada
366,Corte de uñas,2024-08-15,13:00,15,15,174,Cancelada
367,Tratamiento de sarna,2024-08-23,16:00,45,190,173,Cancelada
368,Tratamiento de sarna,2024-08-04,15:00,45,190,141,Cancelada
369,Corte de uñas,2024-07-08,15:00,15,15,180,Completada
370,Tratamiento de sarna,2024-10-11,14:00,45,190,193,Completada
371,Baño para perros,2024-09-10,12:00,30,30,134,Completada
372,Tratamiento de sarna,2024-09-26,11:00,45,190,144,Completada
373,Corte de uñas,2024-08-08,16:00,15,15,148,Completada
374,Baño para perros,2024-10-21,13:00,30,30,107,Cancelada
375,Corte de pelo,2024-08-25,11:00,60,50,129,Cancelada
376,Corte de pelo,2024-10-07,15:00,60,50,204,Completada
377,Corte de pelo,2024-08-16,12:00,60,50,101,Cancelada
378,Corte de uñas,2024-10-22,12:00,15,15,175,Completada
379,Limpieza dental,2024-07-09,10:00,45,80,151,Cancelada
380,Tratamiento de sarna,2024-09-14,10:00,45,190,218,Completada
381,Spa,2024-07-28,14:00,60,230,154,Cancelada
382,Corte de pelo,2024-09-01,13:00,60,50,104,Cancelada
383,Tratamiento de sarna,2024-09-25,16:00,45,190,190,Completada
384,Tratamiento de sarna,2024-09-19,12:00,45,190,130,Cancelada
385,Corte de pelo,2024-08-04,14:00,60,50,160,Cancelada
386,Tratamiento de sarna,2024-09-23,14:00,45,190,122,Cancelada
387,Tratamiento de sarna,2024-10-05,14:00,45,190,103,Completada
388,Spa,2024-07-03,13:00,60,230,186,Completada
389,Corte de uñas,2024-09-01,16:00,15,15,122,Completada
390,Spa,2024-07-17,15:00,60,230,174,Completada
391,Corte de uñas,2024-10-25,10:00,15,15,198,Completada
392,Spa,2024-11-11,13:00,60,230,206,Completada
393,Corte de uñas,2024-11-15,11:00,15,15,150,Cancelada
394,Corte de pelo,2024-09-22,10:00,60,50,153,Cancelada
395,Limpieza dental,2024-10-12,15:00,45,80,128,Completada
396,Corte de pelo,2024-09-26,12:00,60,50,153,Completada
397,Corte de pelo,2024-07-20,14:00,60,50,114,Completada
398,Spa,2024-11-13,12:00,60,230,183,Completada
399,Corte de pelo,2024-08-12,09:00,60,50,131,Completada
400,Corte de pelo,2024-11-11,16:00,60,50,164,Cancelada
401,Baño para perros,2024-09-05,13:00,30,30,145,Completada
402,Corte de uñas,2024-09-14,11:00,15,15,210,Cancelada
403,Spa,2024-08-26,16:00,60,230,107,Cancelada
404,Tratamiento de sarna,2024-07-28,10:00,45,190,127,Cancelada
405,Tratamiento de sarna,2024-09-29,13:00,45,190,178,Cancelada
406,Spa,2024-10-16,15:00,60,230,106,Completada
407,Spa,2024-07-03,10:00,60,230,155,Completada
408,Corte de pelo,2024-10-28,15:00,60,50,156,Completada
409,Spa,2024-07-13,12:00,60,230,207,Cancelada
410,Corte de pelo,2024-07-15,14:00,60,50,129,Completada
411,Spa,2024-11-14,09:00,60,230,140,Cancelada
412,Corte de uñas,2024-09-14,12:00,15,15,194,Cancelada
413,Spa,2024-09-17,13:00,60,230,174,Cancelada
414,Baño para perros,2024-10-29,11:00,30,30,209,Cancelada
415,Corte de pelo,2024-09-15,10:00,60,50,151,Completada
416,Corte de uñas,2024-11-15,12:00,15,15,172,Cancelada
417,Corte de uñas,2024-10-17,15:00,15,15,142,Completada
418,Spa,2024-07-29,11:00,60,230,158,Cancelada
419,Corte de pelo,2024-08-25,10:00,60,50,145,Completada
420,Baño para perros,2024-10-31,11:00,30,30,169,Cancelada
421,Corte de pelo,2024-07-22,09:00,60,50,157,Cancelada
422,Limpieza dental,2024-09-29,11:00,45,80,162,Cancelada
423,Limpieza dental,2024-10-07,13:00,45,80,170,Completada
424,Baño para perros,2024-07-17,10:00,30,30,190,Cancelada
425,Spa,2024-07-06,10:00,60,230,204,Completada
426,Baño para perros,2024-07-04,16:00,30,30,140,Completada
427,Limpieza dental,2024-10-07,11:00,45,80,142,Cancelada
428,Tratamiento de sarna,2024-08-28,13:00,45,190,165,Completada
429,Corte de pelo,2024-08-05,15:00,60,50,138,Completada
430,Corte de uñas,2024-08-04,13:00,15,15,131,Completada
431,Corte de uñas,2024-08-12,15:00,15,15,184,Cancelada
432,Limpieza dental,2024-09-02,14:00,45,80,113,Cancelada
433,Corte de uñas,2024-07-24,16:00,15,15,126,Completada
434,Corte de pelo,2024-07-27,16:00,60,50,205,Completada
435,Spa,2024-08-03,11:00,60,230,121,Completada
436,Corte de uñas,2024-08-08,13:00,15,15,147,Cancelada
437,Limpieza dental,2024-10-13,14:00,45,80,169,Cancelada
438,Corte de uñas,2024-09-02,14:00,15,15,166,Cancelada
439,Corte de uñas,2024-09-21,15:00,15,15,134,Completada
440,Spa,2024-07-13,09:00,60,230,208,Completada
441,Spa,2024-08-27,14:00,60,230,143,Cancelada
